0.14453,-0.014328,0.38177
-0.15378,-0.045707,0.36105
-0.15392,-0.057275,0.37131
-0.17272,0.007,0.4928
-0.11966,0.061296,0.36535
0.12817,-0.068572,0.43276
0.089198,0.014048,-0.44769
0.075569,0.021145,-0.41711
0.098403,0.03188,-0.41633
-0.13552,-0.031058,-0.79366
-0.15521,-0.043962,-0.86708
-0.15556,-0.039537,-0.78249
0.047747,0.043681,0.60446
0.01706,0.058681,0.58327
0.15312,-0.065476,-0.46597
0.13424,-0.06509,-0.42952
0.13801,-0.083138,-0.46311
0.061936,0.021354,-0.365
-0.32728,0.10574,-0.088733
-0.33317,0.11148,-0.099092
0.02915,0.038215,0.80909
0.000855,0.039818,0.81324
0.18805,0.020848,-0.94292
0.20033,0.058375,-0.94774
0.17021,0.052306,-0.93183
-0.051119,-0.11078,0.11132
-0.024531,-0.11169,0.078082
-0.021008,-0.089762,0.10657
0.159,0.015347,-0.9164
0.12708,0.053037,-0.93009
0.11053,0.0176,-0.45015
0.12031,0.025078,-0.41984
0.12549,0.007107,-0.44499
0.087186,-0.068787,-0.42802
0.068096,-0.048487,-0.42399
0.074575,-0.071291,-0.46015
-0.12915,-0.031845,0.54779
-0.092828,-0.001702,0.54493
-0.1469,-0.021057,0.53657
-0.040908,-0.080471,0.14499
-0.070348,-0.092228,0.14223
0.13518,-0.05792,-0.36618
0.1505,-0.030301,-0.36651
0.15497,-0.053619,-0.29794
-0.046419,0.016608,0.55143
-0.14039,-0.04129,0.10237
-0.15361,-0.023507,0.066896
-0.14344,-0.07334,0.071094
-0.1507,-0.083179,0.012934
-0.16455,-0.040183,0.016637
-0.17292,-0.056311,-0.054118
0.14208,0.11499,0.40011
0.13658,0.12145,0.42207
0.11836,-0.052599,-0.96919
0.1103,-0.090045,-0.97374
0.10623,-0.067834,-0.95159
-0.075572,-0.055159,0.22787
-0.048656,-0.08199,0.31615
-0.088566,-0.065864,0.2979
-0.17544,0.052256,-0.93183
-0.14272,0.087605,-0.9387
-0.18619,0.080344,-0.94294
-0.28194,-0.02183,0.18193
-0.28295,-0.017408,0.12999
-0.25389,-0.034093,0.16843
-0.092047,-0.041549,0.55725
-0.085291,-0.062035,0.55892
-0.30272,0.009876,0.086968
-0.28291,-0.00097,0.077127
-0.11723,0.023298,0.34262
-0.1774,-0.012747,-0.051392
-0.27225,-0.020141,0.23316
-0.25448,-0.039985,0.21609
-0.017864,0.070352,0.17897
-0.003695,0.067376,0.16348
0.030308,0.031315,0.60373
0.02661,0.1152,0.74461
0.033244,0.11394,0.71035
0.012279,0.12305,0.70853
-0.05487,-0.030769,0.66085
-0.04444,-0.039595,0.60387
0.027038,-0.082087,0.73718
0.023403,-0.083864,0.70807
0.044858,-0.07186,0.71045
-0.1417,0.005473,0.082272
-0.32254,0.044383,-0.093982
0.13758,0.087655,-0.9387
0.1104,0.089056,-0.94737
0.20159,0.059307,-0.97509
0.19232,0.094332,-0.97577
0.20981,0.077354,-0.96232
0.008617,-0.099163,0.047708
0.005395,-0.079622,0.076357
0.10637,0.041851,-0.95955
0.11657,0.024136,-0.9399
0.10789,0.05867,-0.94757
0.1178,0.064238,0.011831
0.099654,0.053985,0.060307
0.12682,0.046382,0.064253
0.14171,0.005468,0.082276
0.16265,0.005991,0.019937
0.14682,0.043902,0.018713
-0.086735,-0.081196,0.55088
-0.14252,-0.064292,0.54193
-0.10155,-0.092019,0.53687
-0.14782,-0.090727,-0.053942
0.089669,-0.075237,-0.2968
0.11096,-0.094262,-0.21946
0.067718,-0.086145,-0.21365
0.035525,-0.10073,0.45776
0.000152,-0.097146,0.47371
0.000252,-0.080555,0.31884
0.16693,0.014297,-0.29223
0.16591,0.033768,-0.21344
0.17797,-0.006912,-0.21648
0.12276,0.049674,-0.33279
0.11496,0.064838,-0.2875
0.14869,0.045817,-0.29057
0.055746,-0.030683,0.66096
0.033546,-0.066936,0.67695
0.017439,-0.069226,0.62557
0.039048,0.038642,-0.12168
0.035134,0.012056,-0.055409
0.054628,0.051615,-0.046746
-0.21938,0.038108,0.17627
-0.21859,0.03396,0.2257
-0.2,0.012939,0.21351
0.13415,-0.008037,-0.46685
-0.11151,0.041802,-0.95955
-0.10533,0.074882,-0.96425
-0.11303,0.05862,-0.94757
-0.054482,-0.034932,0.57485
-0.090128,-0.021415,0.55357
-0.11631,-0.048454,0.13681
-0.09038,-0.053234,0.17223
-0.10519,-0.014928,0.16667
-0.12694,0.046414,0.064231
-0.11609,0.034063,0.10285
0.078883,0.038902,-0.37595
0.08771,0.046925,-0.35353
0.16662,-0.02867,-0.50686
0.15046,-0.019487,-0.47215
0.15674,-0.040331,-0.46813
0.049615,0.064657,0.60689
-0.093081,0.017267,0.19708
-0.10756,-0.001066,0.27992
-0.087365,0.043211,0.25934
-0.22931,0.033998,0.12578
-0.24809,0.054546,0.13887
0.10625,-0.066109,-0.3667
0.12537,-0.075616,-0.30084
-0.035641,-0.10075,0.45794
-0.095086,-0.10337,0.46031
0.018598,0.10816,0.632
0.008009,0.11002,0.63072
-0.14517,-0.12621,-0.96203
-0.14799,-0.1151,-0.90186
-0.16564,-0.11279,-0.9634
0.18105,0.080394,-0.94294
-0.037409,0.016634,-0.022456
-0.054935,0.051562,-0.047076
-0.051074,0.0426,0.012895
0.024454,-0.043608,-0.12441
0.030596,-0.06583,-0.057455
0.026133,-0.020196,-0.061267
0.004091,-0.07642,0.016114
-0.14328,0.11508,-0.95087
-0.10902,0.06955,0.48868
-0.11943,0.028724,0.51218
-0.077684,0.050975,0.50711
0.03316,-0.09173,0.54611
-0.12695,0.020019,-0.96871
-0.15399,-0.027525,-0.97045
-0.16233,0.037423,-0.97557
0.019284,0.11286,0.69021
-0.017888,0.004075,0.81314
-0.036857,0.015351,0.80626
-0.019684,-0.022438,0.80629
-0.11807,0.060321,-0.97533
